id,prop
1551256,2.756232096
1551323,2.967743928
1551326,2.675901376
1551329,2.804052388
1551334,2.842992608
1551339,2.684431503
1552762,2.669466066
1552816,2.295980202
1553208,2.693303606
1554201,2.5545208
1554635,2.932852163
1554696,3.095980041
1554698,2.463136348
1554724,2.716963668
1554786,2.600875806
1554831,3.13621018
1554852,2.876508461
1554858,2.490402727
1554869,2.505601845
1554897,2.743918889
1555164,2.894222069
1555723,2.618875929
1556499,2.858802456
1556509,2.944272004
1556714,2.696577609
1556716,2.713712013
1556744,2.87780681
1561096,2.396650212
1570553,2.363908077
1571357,2.958787276
1575778,1.926808626
1609249,2.508644444
1614248,2.86265192
1615291,2.642770794
1617399,2.767168761
1617714,2.441217142
1630575,2.966499225
1630584,2.960806903
1630585,2.976986709
1630597,2.878308796
1630630,2.983806642
1633908,2.75022026
1635688,2.902059632
1647167,2.285854609
1647169,2.128916843
1647179,2.413005073
1647622,3.119233285
1667984,3.152022472
1708241,2.163114669
1708252,3.003864736
1709322,2.996799331
1709361,3.105900509
1710689,3.022504041
1712143,2.964743482
1714574,3.007521484
1714643,2.950896995
1714660,3.043979979
1714666,2.927619633
1714680,3.092189287
1714682,2.997066694
1714683,2.964489253
1714686,3.040999189
1714689,2.886753171
1714691,2.992947122
1714692,3.015289432
1714694,2.934213154
1717400,3.2370988
1718124,3.017340929
1718194,2.979566227
1718217,2.905419931
1718221,3.008943647
1718222,2.937811754
1718227,3.129696954
1720380,1.930742977
1721624,1.825136007
1722818,2.921580815
1722823,2.89575255
1722825,3.063593648
1722877,2.968557817
1723372,3.06930624
1723484,2.97390692
1723485,2.921306768
1723486,2.90982204
1723500,3.078027103
1723507,3.040254279
1723515,3.055161951
1728590,3.049979393
1728593,3.119817696
1728947,2.927088432
1728955,3.057212404
1728961,2.997093774
1729255,2.995709631
1731230,2.383889067
1731335,3.01007719
1731340,2.90479769
1731365,2.993226786
1731367,2.94883325
1731388,2.943552083
1731417,3.03803239
1731418,2.923147117
1731429,3.039475447
1732250,2.756800441
1732298,2.605479569
1732956,2.155689743
1733355,2.140192531
1733619,2.635805257
1735719,2.223899906
1735966,3.098494445
1737790,2.848212584
1738497,2.932872466
1738740,2.499548237
1739834,3.031883187
1739839,2.89072954
1739877,2.935217037
1739892,3.048737738
1739895,3.047210915
1740030,2.824657447
1740721,2.114463801
1742253,3.016626645
1742255,3.082595949
1742604,2.795880017
1743096,2.05899711
1743098,1.82039726
1744141,3.046435889
1745662,2.92068625
1747711,2.939921191
1748452,2.529930583
1751271,2.690608732
1752995,2.910352552
1752998,2.960937643
1753098,2.895902116
1753099,2.655642124
1754122,2.894773827
1758094,3.059061359
